"274","000727.SZ","华东科技","133.3505","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","452956.69"
"275","000728.SZ","国元证券","341.1217","金融","多元金融","资本市场","投资银行业与经纪业","336544.69"
"276","000729.SZ","燕京啤酒","184.5580","日常消费","食品、饮料与烟草","饮料","啤酒","281853.94"
"277","000731.SZ","四川美丰","37.5238","材料","材料","化工","化肥与农用化工","59148.44"
"278","000732.SZ","泰禾集团","198.5894","房地产","房地产","房地产管理和开发","房地产开发","124445.07"
"279","000733.SZ","振华科技","73.1642","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","51480.56"
"280","000735.SZ","罗牛山","153.1283","日常消费","食品、饮料与烟草","食品","食品加工与肉类","115151.36"
"281","000736.SZ","中交地产","41.2802","房地产","房地产","房地产管理和开发","房地产开发","44579.08"
"282","000737.SZ","*ST南风","22.8284","材料","材料","化工","基础化工",
"283","000738.SZ","航发控制","171.8005","工业","资本货物","航空航天与国防","航天航空与国防","114564.23"
"284","000739.SZ","普洛药业","108.9663","医疗保健","制药、生物科技与生命科学","制药","西药","117852.35"
"285","000750.SZ","国海证券","254.7030","金融","多元金融","资本市场","投资银行业与经纪业","421554.19"
"286","000751.SZ","锌业股份","55.3233","材料","材料","金属、非金属与采矿","金属非金属","140986.94"
"287","000752.SZ","西藏发展","20.5362","日常消费","食品、饮料与烟草","饮料","啤酒","26375.85"
"288","000753.SZ","漳州发展","35.7131","可选消费","零售业","专营零售","汽车零售","99148.11"
"289","000755.SZ","山西路桥","22.9095","工业","运输","交通基础设施","公路与铁路","46926.46"
"290","000756.SZ","新华制药","44.5998","医疗保健","制药、生物科技与生命科学","制药","西药","62185.94"
"291","000757.SZ","浩物股份","25.6340","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","45162.12"
"292","000758.SZ","中色股份","98.9810","材料","材料","金属、非金属与采矿","金属非金属","196937.84"
"293","000759.SZ","中百集团","44.7159","日常消费","食品与主要用品零售","食品与主要用品零售","大卖场与超市","68102.15"
"294","000760.SZ","斯太尔","29.7160","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","77184.46"
"295","000761.SZ","本钢板材","151.9921","材料","材料","金属、非金属与采矿","钢铁","387537.16"
"296","000762.SZ","西藏矿业","43.9155","材料","材料","金属、非金属与采矿","金属非金属","52081.92"
"297","000766.SZ","通化金马","76.1211","医疗保健","制药、生物科技与生命科学","制药","中药","96649.47"
"298","000767.SZ","漳泽电力","88.2467","公用事业","公用事业","电力","电力","307694.22"
"299","000768.SZ","中航飞机","458.3769","工业","资本货物","航空航天与国防","航天航空与国防","276864.50"
"300","000776.SZ","广发证券","1325.3071","金融","多元金融","资本市场","投资银行业与经纪业","762108.75"
"301","000777.SZ","中核科技","57.0985","工业","资本货物","机械","工业机械","38341.76"
"302","000778.SZ","新兴铸管","200.1825","材料","材料","金属、非金属与采矿","钢铁","399088.03"
"303","000779.SZ","三毛派神","37.6147","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","纺织品","38033.05"
"304","000780.SZ","平庄能源","38.5842","能源","能源","石油、天然气与供消费用燃料","煤炭与消费用燃料","101430.63"
"305","000782.SZ","美达股份","26.3119","材料","材料","化工","化纤","52813.96"
"306","000783.SZ","长江证券","418.2498","金融","多元金融","资本市场","投资银行业与经纪业","552948.00"
"307","000785.SZ","武汉中商","30.7445","可选消费","零售业","多元化零售","百货商店","25122.17"
"308","000786.SZ","北新建材","331.0084","材料","材料","建材","建材","168950.78"
"309","000788.SZ","北大医药","37.2731","医疗保健","医疗保健设备与服务","医疗保健提供商与服务","保健护理产品经销商","59598.74"
"310","000789.SZ","万年青","79.8110","材料","材料","建材","建材","61336.44"
"311","000790.SZ","泰合健康","29.4060","医疗保健","制药、生物科技与生命科学","制药","中药","56032.78"
"312","000791.SZ","甘肃电投","57.6072","公用事业","公用事业","电力","电力","97112.62"
"313","000792.SZ","盐湖股份","210.9071","材料","材料","化工","化肥与农用化工","278609.06"
"314","000793.SZ","华闻传媒","83.0854","可选消费","媒体","媒体","出版","199724.55"
"315","000795.SZ","英洛华","52.6483","材料","材料","金属、非金属与采矿","金属非金属","113368.41"
"316","000796.SZ","凯撒旅游","64.5773","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","80300.03"
"317","000797.SZ","中国武夷","78.7160","房地产","房地产","房地产管理和开发","房地产开发","131062.27"
"318","000798.SZ","中水渔业","21.4227","日常消费","食品、饮料与烟草","食品","食品加工与肉类","31945.50"
"319","000799.SZ","酒鬼酒","65.2067","日常消费","食品、饮料与烟草","饮料","白酒与葡萄酒","32492.90"
"320","000800.SZ","一汽轿车","138.6955","可选消费","汽车与汽车零部件","汽车","汽车制造","162750.00"
"321","000801.SZ","四川九洲","66.8302","可选消费","耐用消费品与服装","家庭耐用消费品","消费电子产品","102280.66"
"322","000802.SZ","北京文化","96.1025","可选消费","媒体","媒体","电影与娱乐","71590.03"
"323","000803.SZ","金宇车城","17.8772","工业","资本货物","电气设备","电气部件与设备",
"324","000806.SZ","银河生物","54.5336","工业","资本货物","电气设备","电气部件与设备","109991.18"
"325","000807.SZ","云铝股份","131.2283","材料","材料","金属、非金属与采矿","铝","260683.88"
"326","000809.SZ","铁岭新城","24.1664","房地产","房地产","房地产管理和开发","房地产开发","82479.13"
"327","000810.SZ","创维数字","100.0420","可选消费","耐用消费品与服装","家庭耐用消费品","消费电子产品","107410.33"
"328","000811.SZ","冰轮环境","42.0959","工业","资本货物","机械","工业机械","65305.42"
"329","000812.SZ","陕西金叶","38.3731","工业","商业和专业服务","商业服务与用品","商业印刷","76869.26"
"330","000813.SZ","德展健康","208.6371","医疗保健","制药、生物科技与生命科学","制药","西药","224148.19"
"331","000815.SZ","美利云","63.0186","材料","材料","纸与林木产品","纸制品","69526.30"
"332","000816.SZ","*ST慧业","30.6745","工业","资本货物","机械","建筑机械与重型卡车","141880.33"
"333","000818.SZ","航锦科技","76.7556","材料","材料","化工","基础化工","69000.00"
"334","000819.SZ","岳阳兴长","29.4510","材料","材料","化工","基础化工","27133.81"
"335","000820.SZ","神雾节能","38.3622","工业","商业和专业服务","商业服务与用品","环境与设施服务",
"336","000821.SZ","京山轻机","54.4802","工业","资本货物","机械","工业机械","53823.53"
"337","000822.SZ","山东海化","51.5394","材料","材料","化工","基础化工","89509.19"
"338","000823.SZ","超声电子","54.1369","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","53696.60"
"339","000825.SZ","太钢不锈","301.5594","材料","材料","金属、非金属与采矿","钢铁","569624.75"
"340","000826.SZ","启迪桑德","175.0170","工业","商业和专业服务","商业服务与用品","环境与设施服务","143057.88"
"341","000828.SZ","东莞控股","104.1388","工业","运输","交通基础设施","公路与铁路","103951.70"
"342","000829.SZ","天音控股","66.3463","信息技术","技术硬件与设备","电子设备、仪器和元件","技术产品经销商","103763.35"
"343","000830.SZ","鲁西化工","191.3694","材料","材料","化工","化肥与农用化工","146486.08"
"344","000831.SZ","五矿稀土","103.2091","材料","材料","金属、非金属与采矿","金属非金属","98088.90"
"345","000833.SZ","粤桂股份","37.6310","工业","资本货物","综合类","综合类行业","66840.19"
"346","000835.SZ","长城动漫","16.6778","信息技术","软件与服务","软件","家庭娱乐软件","32676.04"
"347","000836.SZ","富通鑫茂","57.6191","信息技术","技术硬件与设备","通信设备","通信设备","120845.52"
"348","000837.SZ","秦川机床","35.9998","工业","资本货物","机械","工业机械","69337.09"
"349","000838.SZ","财信发展","46.4395","房地产","房地产","房地产管理和开发","房地产开发","110046.22"
"350","000839.SZ","中信国安","204.8501","可选消费","媒体","媒体","有线和卫星电视","391982.62"
"351","000848.SZ","承德露露","86.3288","日常消费","食品、饮料与烟草","饮料","软饮料","97856.27"
"352","000850.SZ","华茂股份","38.8035","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","纺织品","94366.50"
"353","000851.SZ","高鸿股份","61.0835","可选消费","零售业","专营零售","电脑与电子产品零售","90762.99"
"354","000852.SZ","石化机械","51.6449","能源","能源","能源设备与服务","石油天然气设备与服务","59815.77"
"355","000856.SZ","冀东装备","36.7468","工业","资本货物","机械","建筑机械与重型卡车","22700.00"
"356","000858.SZ","五粮液","2964.6169","日常消费","食品、饮料与烟草","饮料","白酒与葡萄酒","388160.81"
"357","000859.SZ","国风塑业","61.0342","材料","材料","化工","基础化工","73944.97"
"358","000860.SZ","顺鑫农业","250.5917","日常消费","食品、饮料与烟草","饮料","白酒与葡萄酒","57059.00"
"359","000861.SZ","海印股份","66.4583","工业","资本货物","综合类","综合类行业","218039.17"
"360","000862.SZ","银星能源","53.8910","公用事业","公用事业","独立电力生产商与能源贸易商","新能源发电业者","70611.90"
"361","000863.SZ","三湘印象","63.4899","房地产","房地产","房地产管理和开发","房地产开发","137127.11"
"362","000868.SZ","安凯客车","29.8758","可选消费","汽车与汽车零部件","汽车","汽车制造","73332.92"
"363","000869.SZ","张裕A","206.7908","日常消费","食品、饮料与烟草","饮料","白酒与葡萄酒","68546.40"
"364","000875.SZ","吉电股份","64.0889","公用事业","公用事业","电力","电力","214631.41"
"365","000876.SZ","新希望","526.4960","日常消费","食品、饮料与烟草","食品","农产品","421601.50"
"366","000877.SZ","天山股份","109.8013","材料","材料","建材","建材","104872.30"
"367","000878.SZ","云南铜业","181.0838","材料","材料","金属、非金属与采矿","金属非金属","169967.86"
"368","000880.SZ","潍柴重机","24.6834","工业","资本货物","机械","建筑机械与重型卡车","27610.05"
"369","000881.SZ","中广核技","91.8193","工业","资本货物","综合类","综合类行业","102499.79"
"370","000882.SZ","华联股份","82.2301","可选消费","零售业","多元化零售","百货商店","273735.19"
"371","000883.SZ","湖北能源","274.2239","公用事业","公用事业","电力","电力","650744.94"
